1DqwSTtKveA,30.0,40.0, /m/04rlf
1H0z1vamt_E,30.0,40.0," /m/02rtxlg,/m/09x0r"
1Mq6Z4w7bkA,30.0,40.0, /m/04rlf
1R2KMXq7Xg8,100.0,110.0," /m/013y1f,/m/03gvt"
1RXlJzak1Yw,30.0,40.0, /m/04rlf
1SRR9BVd5VM,30.0,40.0, /m/09x0r
1TVeQe-ppzs,120.0,130.0," /m/015lz1,/m/04rlf,/m/0dq0md"
1YLFyYYjOBo,350.0,360.0," /m/09x0r,/m/0g6b5"
1c2ifW4GLtQ,30.0,40.0, /m/09x0r
1udqNV3vwC8,30.0,40.0, /m/04rlf
1zFTs3nIcyg,60.0,70.0," /m/02mk9,/m/04_sv,/m/07yv9"
1zTnrk9WbWw,22.0,32.0," /m/09x0r,/t/dd00003"
20sstRN_pmI,170.0,180.0," /m/018vs,/m/0342h,/m/03lty,/m/042v_gx,/m/04rlf,/m/04szw,/m/06by7,/m/0fx80y,/m/0l14_3"
21OeWMonJv4,21.0,31.0," /m/04rlf,/m/09x0r"
221Ia1cD5dQ,22.0,32.0," /m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk"
28G5HYbzyIo,30.0,40.0, /m/04rlf
29lr6PCiJz4,30.0,40.0, /m/09x0r
2C8Osi785_Q,30.0,40.0, /m/04rlf
2E6NBiUESmI,20.0,30.0, /m/09x0r
2HY9uIFvzBs,18.0,28.0, /m/09x0r
2KJaw6Gp1WI,30.0,40.0, /m/04rlf
2M0AlSxSaNI,30.0,40.0," /m/09x0r,/t/dd00038"
2Ns9xjl48DM,30.0,40.0," /m/04rlf,/m/0c1dj"
2OLn5NhuNUE,30.0,40.0," /m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r"
2QXhPa5-ah4,30.0,40.0," /m/04rlf,/m/04szw,/m/07y_7"
2SnSsgp7k7o,30.0,40.0," /m/04rlf,/m/09x0r"
2UYCj2G4y-w,30.0,40.0, /m/09x0r
2btEt0W7UxU,30.0,40.0, /m/09x0r
2cBdAvV0_zs,80.0,90.0, /m/01jt3m
2it7lNFmReg,20.0,30.0, /m/04rlf
3FzT3BC2MTQ,30.0,40.0, /t/dd00125
3OkbOB8QRsY,23.0,33.0," /m/02lkt,/m/04rlf"
3QUWDLrBKR8,30.0,40.0," /m/04rlf,/m/09x0r"
3Z6GP6Li5q4,30.0,40.0," /m/04rlf,/m/09x0r"
3_bLSIIZNqo,270.0,280.0, /m/015p6
3antS2DkDh4,460.0,470.0," /m/09x0r,/t/dd00125"
3b8gOPOUVPI,25.0,35.0, /m/09x0r
3eIDgwh-NEY,30.0,40.0," /m/04rlf,/m/04szw,/m/09x0r,/m/0d8_n"
3eIWngU8MQI,30.0,40.0," /m/04rlf,/m/09x0r"
3gNoV-tqh_o,30.0,40.0, /m/09x0r
3gV9nwv_Aho,30.0,40.0," /m/04rlf,/m/09x0r"
3iCXeHUGspY,30.0,40.0," /m/0155w,/m/04rlf"
3yoh1EhPRbc,50.0,60.0," /m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/04rlf,/m/04szw,/m/06rvn,/m/0bm02,/m/0l14md"
47g5m1VJc60,13.0,23.0," /m/09x0r,/m/0c3f7m"
4Blu8tf4z68,30.0,40.0, /m/09x0r
4FNqQtpRAHs,30.0,40.0," /m/07ptzwd,/m/0838f"
4HMhHY3KU_c,30.0,40.0, /m/09x0r
4Ht_NX9Fvxk,30.0,40.0," /m/019jd,/m/02rlv9,/m/07yv9"
4J_kA5trzDk,30.0,40.0," /m/04rlf,/m/09x0r"
4KWfqE72ueg,30.0,40.0," /m/07r04,/m/07yv9"
4KvJQ3NERus,260.0,270.0, /m/09x0r
4NsPXaGsdug,160.0,170.0, /m/09x0r
4RqJx7t5nL0,30.0,40.0, /m/09x0r
4TQbr244IPs,200.0,210.0, /m/04rlf
4XxM8HvDxPY,30.0,40.0, /m/09x0r
4aC1YanV1hc,30.0,40.0," /m/07r04,/m/07yv9"
4bzDTEqeN3Q,30.0,40.0, /m/09x0r
4jIeOBZn4pc,30.0,40.0," /m/04rlf,/m/09x0r"
4k4Dr70_5wc,420.0,430.0," /m/09x0r,/t/dd00125"
4qNWcSPYi7w,360.0,370.0," /m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/09x0r,/m/0l14qv"
4qxlLTytWys,370.0,380.0," /m/04rlf,/m/0cj0r"
4uKp8qNO1VI,30.0,40.0," /m/07yv9,/m/09x0r,/m/0gvgw0"
4xDYO5ab2ho,7.0,17.0," /m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk"
5-R32uw_WKo,30.0,40.0," /m/03m9d0z,/t/dd00092"
52CAC2Ystws,30.0,40.0, /m/09x0r
54bt7Bhy12w,30.0,40.0, /m/09x0r
54ci1TAwKsM,20.0,30.0," /m/03qtwd,/m/04rlf"
54vyg1s7dF8,530.0,540.0," /m/07p9k1k,/m/07ptfmf"
55ql3EJu0CY,30.0,40.0, /m/09x0r
58iG8_qx10c,120.0,130.0," /m/01m2v,/m/0316dw"
5HZqYoexBM8,30.0,40.0," /m/04rlf,/m/07p6mqd,/m/0838f,/m/09x0r"
5HfJ-YH95Nc,110.0,120.0, /m/09x0r
5KHcuDQ1ri8,300.0,310.0," /m/026t6,/m/0l14md"
5NZtV2v_7KU,110.0,120.0, /m/05zppz
5S3BbBVqbMk,30.0,40.0," /m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
5ThjqcgxdzA,30.0,40.0, /m/09x0r
5cHQC4DrdtE,10.0,20.0," /m/018w8,/m/04rlf,/m/09x0r"
5cZa8bZJA7k,110.0,120.0, /m/09x0r
5d9PPpnmBCs,70.0,80.0," /m/09x0r,/t/dd00129"
5wVlmEWBDVo,30.0,40.0, /m/04rlf
660pUXcax4o,21.0,31.0, /m/09x0r
67t_UJJHGeM,120.0,130.0," /m/04rlf,/t/dd00128"
692mavh5b3o,30.0,40.0," /m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
6DWdZg03ICM,490.0,500.0," /m/09x0r,/t/dd00129"
6Hgnui1Z-hg,30.0,40.0," /m/02mk9,/m/09x0r"
6NYe_v1dHMw,27.0,37.0," /m/07r04,/m/07yv9,/m/09x0r"
6VnCQbJBhGQ,540.0,550.0," /m/03lty,/m/04rlf"
6wtFR6HPLNg,130.0,140.0," /m/07yv9,/m/0k4j"
6xHEIu9xbjo,30.0,40.0," /m/04rlf,/m/09x0r"
6yKhDBiLnAs,22.0,32.0, /m/09x0r
79XzJ7h65pI,30.0,40.0, /m/04rlf
7BIcVOxizOg,30.0,40.0, /m/04rlf
7CYPVG7Iols,220.0,230.0," /m/01xqw,/m/04rlf,/m/04szw,/m/0l14_3"
7JUV6ejWsKQ,30.0,40.0," /m/03_d0,/m/04rlf"
7LDMN0g-M_k,370.0,380.0," /m/04rlf,/m/04szw,/m/05148p4,/m/05r5c"
7N0jHsBSkf0,30.0,40.0, /m/09x0r
7P9gm1PjzE8,220.0,230.0," /m/01s0ps,/m/05148p4,/m/05r5c"
7Wak1o2xXPs,20.0,30.0, /m/0dl83
7dliI63ERpw,30.0,40.0, /m/04rlf
7exsEcLHarg,30.0,40.0," /m/04rlf,/m/09x0r"
7kUcj9K2_dA,30.0,40.0," /m/02zsn,/m/09x0r"
7lYsj1C2P0k,30.0,40.0, /m/09x0r
7oY4rNZiRzs,0.0,10.0," /m/09x0r,/t/dd00126"
7s0wI4cd3Jk,30.0,40.0, /m/09x0r
7tuh6d_lcgw,150.0,160.0," /m/015lz1,/m/02p0sh1,/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
88u39idl-Os,4.0,14.0, /m/09x0r
8GrZtd3pF6A,30.0,40.0," /m/02lkt,/m/04rlf,/m/07s72n"
8Iy24BSOD2Q,21.0,31.0," /m/025td0t,/m/04rlf,/m/09x0r"
8R2NKo_QxyE,18.0,28.0, /m/09x0r
8RUI1f2PQNc,30.0,40.0," /m/04rlf,/m/09x0r"
8TBEamSjzXY,30.0,40.0," /m/03mb9,/m/04rlf"
8W84isFyZ4g,30.0,40.0, /m/04rlf
8_pGjHsvO2U,240.0,250.0," /m/028v0c,/t/dd00125"
8f-BCz2Tp0w,210.0,220.0," /m/04rlf,/m/09x0r,/t/dd00126"
8g74blbW6FM,30.0,40.0," /m/03k3r,/m/04rlf,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
8l1EDZRx6rM,30.0,40.0," /m/04rlf,/m/0l14gg"
8mS6KUvns5g,340.0,350.0," /m/028v0c,/m/09x0r"
8mcDnxzkeKE,6.0,16.0, /m/04rlf
8myyMoR2IeM,30.0,40.0, /m/0cj0r
8nGLI3mtpJk,160.0,170.0, /m/04rlf
8qE_IDEteNo,270.0,280.0," /m/04rlf,/m/09x0r,/t/dd00125"
8thl9JE6eOE,30.0,40.0, /m/01c194
93ePx0w3fUo,30.0,40.0, /m/09x0r
93n-p-fh9yM,30.0,40.0," /m/04rlf,/m/0m0jc"
95CZHshnsMg,30.0,40.0, /m/09x0r
98iQe_UZ-Fc,270.0,280.0, /m/09x0r
9DGNlxqJEK4,30.0,40.0," /m/02lkt,/m/04rlf,/m/07gxw"
9KDEge3PaIM,30.0,40.0, /m/09x0r
9TveYVzTCgo,320.0,330.0," /m/07p9k1k,/m/07ptfmf,/m/0dxrf"
9W7UTR-oddA,30.0,40.0," /m/01jnbd,/m/04rlf"
9ZwPvBLiadY,50.0,60.0," /m/04rlf,/m/04szw,/m/0l14j_"
9_AdiGNxqk0,30.0,40.0," /m/04rlf,/m/07sbbz2"
9j2S1uAsYr8,30.0,40.0," /m/04rlf,/m/04szw,/m/07y_7"
9k-BqPbGuq4,30.0,40.0, /m/09x0r
9lVFjvOJ7Ek,380.0,390.0," /m/026t6,/m/02hnl,/m/04rlf"
9n2IzGubrKA,30.0,40.0," /m/04rlf,/m/064t9"
9urBm5gQ_Gs,120.0,130.0," /m/028sqc,/m/04rlf,/m/09x0r,/m/0dxrf,/t/dd00128"
9wsqa5iuvUk,580.0,590.0," /m/04rlf,/m/06ncr"
9y6BOWnJo0g,30.0,40.0," /m/02lkt,/m/04rlf"
A3-2JdbxyCE,30.0,40.0, /m/09x0r
A7-up4iRT_0,30.0,40.0," /m/04rlf,/m/04szw,/m/07y_7"
A829bHpPJco,30.0,40.0," /m/04rlf,/m/0fx80y"
AAWYiEGQM-I,30.0,40.0," /m/04rlf,/m/09x0r"
AF6mWCsk4j4,30.0,40.0," /m/07r04,/m/07yv9,/m/09x0r"
AHCF1oThbB0,120.0,130.0, /m/09x0r
AIQa26Hc-Gs,180.0,190.0," /m/04rlf,/m/04szw,/m/05r5c,/m/09x0r,/m/0l14md"
AIWZHeevP5A,320.0,330.0, /m/06mb1
AJz1TGBHmLQ,80.0,90.0, /m/02x984l
AN7vYCJjiyE,30.0,40.0," /m/04_sv,/m/07yv9,/m/09x0r"
A_tBTdvg8E4,40.0,50.0, /m/04rlf
AgO6i7DNGlU,30.0,40.0," /m/04rlf,/m/09x0r"
AoXhgvetpxc,290.0,300.0," /m/09x0r,/t/dd00125"
AphQhH5hBCU,260.0,270.0," /m/04rlf,/m/04szw"
AqVX-58XDgk,30.0,40.0, /m/09x0r
AsTnnhj-_jU,200.0,210.0, /m/09x0r
AxVHGR0AEH4,80.0,90.0, /m/09x0r
Aymhrgsb854,260.0,270.0, /m/07gxw
B16v6eZb1AU,30.0,40.0, /m/09x0r
B5e9jSXhTQc,30.0,40.0," /m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
BA5CEeFBn3M,30.0,40.0, /m/04rlf
BAtFJi6S-7c,30.0,40.0," /m/012n7d,/m/04qvtq,/m/07yv9"
BC8dL8_80YM,80.0,90.0, /m/01jt3m
BDE782V2OIM,30.0,40.0," /m/04rlf,/m/06h7j,/m/09x0r"
BINwo1MDS24,250.0,260.0," /m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j"
BJ8tu4gVrkE,100.0,110.0, /m/028v0c
BJAC3JpUOns,30.0,40.0, /m/09x0r
BKi5w1LdlCI,100.0,110.0, /m/09x0r
BL9CSh7JOtY,10.0,20.0," /m/04rlf,/m/06bxc"
BLkcGdLdezc,30.0,40.0," /m/04rlf,/m/09x0r"
BMWN5t8lbLE,100.0,110.0," /m/04rlf,/t/dd00125"
BMX-8YIZ6zc,30.0,40.0, /m/04rlf
BNf_SccXxV8,30.0,40.0," /m/04rlf,/m/09x0r"
BNhd_6s3udQ,30.0,40.0," /m/04rlf,/m/09x0r"
BOLZFYhrgTc,30.0,40.0," /m/04rlf,/m/09x0r,/m/0ggq0m"
BOiyIKkbjb4,30.0,40.0," /m/09x0r,/m/0jbk,/t/dd00129"
BOkGgGgtuo0,340.0,350.0, /t/dd00125
BOyhXSaAf8M,30.0,40.0, /m/09x0r
BPG54Yata5Q,30.0,40.0," /m/04rlf,/m/07s72n"
BPqLopEeNjU,30.0,40.0, /m/07qwyj0
BPrJlf-eDA0,220.0,230.0," /m/01kcd,/m/04rlf,/m/05pd6,/m/0ggq0m"
BQXVXp857YU,30.0,40.0," /m/026z9,/m/04rlf,/m/09x0r"
BQatj1LZ45s,90.0,100.0," /m/04rlf,/m/05pd6"
BQhXp25D6b4,30.0,40.0," /m/04rlf,/m/09x0r"
BQpPtqbvLok,30.0,40.0," /m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j"
BQyp7XXggHY,30.0,40.0," /m/02qldy,/m/05zppz,/m/09x0r"
BR0iJbxKvRU,240.0,250.0," /m/02lkt,/m/04rlf,/m/09x0r"
BRJ5V2x-HwM,30.0,40.0," /m/04rlf,/m/09x0r"
BYqU8i7WP10,50.0,60.0," /m/0y4f8,/m/0z9c"
BjLqOn28WM8,540.0,550.0," /m/02lkt,/m/04rlf"
BjTEIlmj3qo,240.0,250.0," /m/015lz1,/m/04rlf"
BjnRo_ylf7Y,200.0,210.0," /m/07r04,/m/07yv9"
BmBido0MLFk,30.0,40.0," /m/02mk9,/t/dd00067,/t/dd00130"
BmJQ94NuVbA,60.0,70.0," /m/03qtwd,/m/04rlf"
BrvImZROtgQ,30.0,40.0," /m/04rlf,/m/09x0r"
C-WCVKgiGJE,170.0,180.0," /m/015p6,/m/020bb7,/m/07pggtn"
C4zjE_LjOFE,360.0,370.0, /m/09x0r
C93xApfEnRg,30.0,40.0," /m/04rlf,/m/07m2kt"
CA2DzxQc8bE,30.0,40.0, /m/04rlf
CBmGYSOoeto,160.0,170.0," /g/122z_qxw,/m/09x0r,/m/0g6b5,/t/dd00128"
CFKyKao6wmk,150.0,160.0, /m/07pbtc8
CJK7yBo-Ntg,30.0,40.0, /m/04rlf
CQHzMm9V9Ws,30.0,40.0," /m/04rlf,/m/09x0r"
CTBRq6F1cjc,120.0,130.0," /m/04rlf,/m/04szw,/m/0dwsp,/m/0l14md"
CUct5pHGqrA,30.0,40.0, /m/09x0r
CVZHLiqnd3Q,30.0,40.0, /m/04rlf
CXykmTFFaPA,30.0,40.0, /m/09x0r
ClD7NvXii7Q,80.0,90.0," /m/04rlf,/m/06_fw"
ClkhxIYUY4Q,30.0,40.0, /m/07yv9
CmgWyoNh_LU,30.0,40.0, /m/09x0r
CnKXObgxT2w,170.0,180.0, /m/09x0r
Cnohabll5xQ,30.0,40.0, /m/09x0r
CpYNS8ja80Y,210.0,220.0, /m/09x0r
Cpqg593xUT0,30.0,40.0, /m/09x0r
Ct2rPQUqpdQ,30.0,40.0," /m/02qldy,/m/02zsn,/m/09x0r"
Ctzcl0YZpzs,24.0,34.0, /m/019jd
Cvk7CIyfcDo,30.0,40.0, /m/04rlf
Cw_3WsXMtCo,30.0,40.0, /m/04rlf
Cw_p0y7rZxk,270.0,280.0, /m/09x0r
CxbueClXzLU,30.0,40.0," /m/04rlf,/t/dd00035"
Cz4nIHIml-Q,0.0,10.0," /m/02mk9,/m/07q2z82,/t/dd00067"
CzIXFjdnflw,0.0,4.0, /m/07qwdck
CzTODjanfGk,30.0,40.0," /m/04rlf,/m/09x0r"
CzX6fr7pAw0,27.0,37.0," /m/04cvmfc,/m/0jbk"
Czvy18rlz_A,30.0,40.0," /m/04rlf,/m/09x0r"
CzwIpqAgLmE,30.0,40.0," /m/04rlf,/m/09x0r"
D-1ufPuXdEM,30.0,40.0, /m/09x0r
D-PyDHvBq30,70.0,80.0, /m/09x0r
D-ufb6xjiBs,0.0,8.0, /m/09x0r
D0x1TpXfTwI,30.0,40.0," /m/04rlf,/m/09x0r"
D10fHZuuNTM,30.0,40.0, /m/04rlf
D1GD5S3x8MY,180.0,190.0," /m/0140xf,/m/02mscn,/m/04rlf,/t/dd00003"
D1GvEylgPa0,60.0,70.0," /m/02lkt,/m/04rlf,/m/07gxw,/m/07lnk,/m/0m0jc"
D1O3Jz9E0dg,30.0,40.0, /m/09x0r
D1Q-ikhoPcs,0.0,10.0," /m/034srq,/m/05kq4"
D1VWEj3oMBU,30.0,40.0," /m/04rlf,/m/09x0r"
D1bst-wPWM8,20.0,30.0," /m/02zsn,/m/09x0r,/m/0jbk"
D1jk5OxuOB0,70.0,80.0, /m/09x0r
D1qB3g8YyCU,100.0,110.0," /m/0316dw,/m/09x0r"
D1uL0I3cFQ8,0.0,10.0, /m/07yv9
D1vfisMNLiE,30.0,40.0, /m/04rlf
D1wYokrLsZ0,410.0,420.0," /m/04rlf,/m/05r5c"
D2JyK4YGcHs,330.0,340.0," /m/020bb7,/m/06_y0by"
D2K_ZF9sN7M,20.0,30.0," /m/07r04,/m/07yv9"
D2Nn54mb_t0,30.0,40.0," /m/09x0r,/t/dd00129"
D2Vl0sxSg4E,140.0,150.0," /m/04rlf,/m/04szw,/t/dd00126"
D2uL2j2uqTI,30.0,40.0," /m/02qldy,/m/05zppz,/m/09x0r"
D35jzg6jokw,30.0,40.0, /m/07qcpgn
D3B_fDc9-UA,30.0,40.0, /m/09x0r
D3NO-hFptII,160.0,170.0, /m/0l14t7
D3k2zv2rqBI,30.0,40.0, /m/09x0r
D3od8lOmaXA,30.0,35.0, /m/09x0r
D4jQWw64jUg,30.0,40.0, /m/09x0r
D59Y0elpuQk,30.0,40.0," /m/04rlf,/m/0mkg"
DD4cjt--_wA,30.0,40.0, /m/04rlf
DJ-_eMVr1fg,30.0,40.0," /m/02qldy,/m/05zppz,/m/09x0r"
DWWHo5nwwWM,25.0,35.0," /m/02lkt,/m/04rlf,/m/07gxw"
DXkOD2OuGsU,150.0,160.0," /m/04rlf,/m/0l14md"
DaDEOc-Fq8g,30.0,40.0, /m/04rlf
DhsIi4JNUdQ,30.0,40.0," /m/04rlf,/m/0l14jd"
Dm1ZmRNHNsU,30.0,40.0, /m/09x0r
DoK87P1GMAw,150.0,160.0," /m/026fgl,/m/0f8s22"
DwaVtKkJCN0,310.0,320.0," /m/02z32qm,/m/09x0r"
Dxb2agCz48I,30.0,40.0, /m/09x0r
E46KojW80no,170.0,180.0," /m/0326g,/m/04rlf"
ECaHIlk40PM,30.0,40.0," /m/04rlf,/m/09x0r"
ECuehoZAKGM,6.0,16.0, /m/09x0r
ED8DHBfi09M,30.0,40.0," /m/02zsn,/m/09x0r"
EDfJp4Nt8UY,8.0,18.0, /m/04rlf
EELWiGYUbm4,60.0,70.0," /m/07k1x,/m/09x0r"
EG13MqwCWx0,30.0,40.0, /m/04rlf
EVeobO_i16E,30.0,40.0," /m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
EXlVBCefoo0,70.0,80.0, /m/04rlf
EdLowY-vg6o,30.0,40.0, /m/04rlf
EfboQKCFJ2c,0.0,10.0," /m/0bt9lr,/m/0jbk"
EgE1Lsho86U,30.0,40.0," /m/06bz3,/m/09x0r,/t/dd00125"
Eggy7GlpO8I,180.0,190.0, /m/04rlf
EhAne-As4I0,30.0,40.0, /m/04rlf
EovfvohgEJo,120.0,130.0," /m/01hgjl,/m/04rlf,/m/0glt670"
ErJlXrnh_JI,60.0,70.0," /m/02lkt,/m/04rlf,/m/0mbct"
Erf5SVlvyqM,25.0,35.0," /m/07jdr,/m/07yv9,/t/dd00128"
EtWUJy8uKRg,30.0,40.0, /m/07yv9
EtfvHHCD0uM,140.0,150.0," /m/0319l,/m/04rlf"
F29npyhpOc8,570.0,580.0," /m/04rlf,/m/05pd6,/m/09x0r,/t/dd00126"
F86i3akqkb8,30.0,40.0, /m/04rlf
F87Gex2nQEg,30.0,40.0," /m/04rlf,/m/06cqb"
FAHa35exwrI,570.0,580.0," /m/04rlf,/m/05r6t,/m/06by7"
FD097T7O38Y,30.0,40.0," /m/04rlf,/m/0gg8l"
FFibrWWWTA8,30.0,40.0," /m/01kcd,/m/06ncr,/m/07gql"
FHVuVVHlUmM,30.0,40.0, /m/09x0r
FI3GVFsW3Ag,530.0,540.0," /m/07yv9,/m/0k4j"
FLHmWmuxuCU,30.0,40.0," /m/04rlf,/m/0m0jc"
FPKg7-agqAQ,30.0,40.0, /m/09x0r
FScw5-WGVOo,20.0,30.0," /m/019jd,/m/02mk9,/m/07yv9,/m/09x0r"
FT3YbbXRLRs,30.0,40.0," /m/04rlf,/m/05r6t,/m/09x0r"
FdTVUphHEeM,30.0,40.0," /m/018vs,/m/01glhc,/m/02sgy,/m/04rlf,/m/06w87"
FeTWec9XT-I,30.0,40.0," /m/04rlf,/m/09x0r"
FfUZ0ZoDLV0,30.0,40.0, /m/04rlf
Fj0_gSR3cvg,210.0,220.0," /m/018w8,/m/09x0r"
Fli8wjBFV2M,230.0,240.0, /m/0395lw
FoNB2I3YjjM,30.0,40.0, /m/09x0r
FouZrAqtFss,0.0,10.0," /m/07yv9,/m/0k4j"
Fr1LCwg81-U,50.0,60.0, /m/09x0r
Fs709wAvuro,310.0,320.0, /m/09x0r
Fvs1t_B2uf0,30.0,40.0," /m/04rlf,/m/09x0r"
Fwo-ngf8y-Y,250.0,260.0, /m/04rlf
Fy4JMXzxwz8,110.0,120.0," /m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
G12rS0vRWKE,30.0,40.0, /m/07pxg6y
G52wVwwmibw,110.0,120.0," /m/0j2kx,/m/0j6m2"
G64QH_Waw-I,80.0,90.0, /m/04brg2
G6J6kh0wr_o,590.0,600.0," /m/07yv9,/t/dd00066,/t/dd00126"
GCwQC7tsS20,30.0,40.0, /m/04rlf
GGgakIkmgFA,30.0,40.0," /m/04rlf,/m/04szw"
GILFxUu87Kg,120.0,130.0, /m/02cz_7
GO8LhUN-0AU,30.0,40.0, /m/09x0r
GTROH2XhttY,30.0,40.0, /m/09x0r
GbIt7LOtpSY,30.0,40.0," /m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/05r5c,/m/07c6l"
GdwHgdjBe4o,30.0,40.0," /m/0283d,/m/04rlf"
GolAGQutD94,30.0,40.0," /m/01v1d8,/m/04rlf"
GrwxZW7EcSs,30.0,40.0, /m/09x0r
GtezP71TL8s,30.0,40.0, /m/04rlf
GuwgfVDpY2g,420.0,430.0, /m/0150b9
GyWwbgq8ut8,60.0,70.0," /m/09x0r,/t/dd00126"
H2dEZivFCq0,5.0,15.0, /m/09x0r
H3DHmZMJh5o,30.0,40.0," /m/02rlv9,/m/07yv9"
H3iZ3rk5ZWk,30.0,40.0," /m/04rlf,/m/04szw,/m/07y_7"
H4YHTUBkcyM,30.0,40.0," /m/04rlf,/m/09x0r"
H8ap0ktP1Ps,100.0,110.0," /m/04_sv,/m/04rlf,/m/07yv9,/m/09x0r"
HAjO2ogOmX8,30.0,40.0, /m/04rlf
HCBgUBWrxeg,30.0,40.0," /m/015p6,/m/0jbk"
HE5VMjpQFnI,30.0,40.0," /m/04rlf,/m/09x0r"
HFNo1orZyfE,270.0,280.0," /m/07r04,/m/07yv9"
HFQSZKVPIV0,30.0,40.0," /m/01jwx6,/m/02mk9,/m/07pb8fc,/t/dd00066"
HM-A6tehdmY,30.0,40.0," /m/03m9d0z,/t/dd00092"
HOgluCnTAsc,0.0,10.0, /m/09x0r
HSc8FT9mvnI,16.0,26.0, /m/07qcpgn
HUfTrnZ-RSk,30.0,40.0, /m/04rlf
Ha6DtZ2jRlI,30.0,40.0, /m/04rlf
Ham-8fzIoR4,21.0,31.0," /m/07yv9,/m/0k4j"
He3NSKBB1NE,30.0,40.0," /m/07qjznt,/m/09x0r"
HhLUHFnm3h8,370.0,380.0, /m/025td0t
Hjc12WNxagw,100.0,110.0," /m/04rlf,/m/06bxc,/m/0glt670"
